edge_id,node_name,time_slot,edge_name_description,group_name,role
Event_Communication_474,Neptune,2040-10-07,"Miranda, Clepper here. This Neptune arrival is significant. …",,
Event_Communication_475,EcoVigil,2040-10-07,"Mr. Jensen, Miranda here. New development - I've observed co…",,
Event_Communication_475,Reef Guardian,2040-10-07,"Mr. Jensen, Miranda here. New development - I've observed co…",,
Event_Communication_475,Neptune,2040-10-07,"Mr. Jensen, Miranda here. New development - I've observed co…",,
Event_Communication_476,Neptune,2040-10-07,"Miranda, Clepper here. Interesting development with conserva…",,
Event_Communication_478,_unknown_,2040-10-07,"Mr. Jensen, Miranda here. I've observed direct communication…",,
Event_Communication_479,_unknown_,2040-10-07,"Miranda, Clepper here. Your observation about conservation v…",,
Event_Communication_482,Nemo Reef,2040-10-07,"Sentinel, Reef Guardian here. Observing unprecedented activi…",,
Event_Communication_482,Sentinel,2040-10-07,"Sentinel, Reef Guardian here. Observing unprecedented activi…",,
Event_Communication_482,Reef Guardian,2040-10-07,"Sentinel, Reef Guardian here. Observing unprecedented activi…",,
Event_Communication_482,Neptune,2040-10-07,"Sentinel, Reef Guardian here. Observing unprecedented activi…",,
Event_Communication_485,Sentinel,2040-10-07,"Reef Guardian, Sentinel acknowledging. Repositioning to sout…",,
Event_Communication_485,Reef Guardian,2040-10-07,"Reef Guardian, Sentinel acknowledging. Repositioning to sout…",,
Event_Communication_485,Neptune,2040-10-07,"Reef Guardian, Sentinel acknowledging. Repositioning to sout…",,
Event_Communication_487,Nemo Reef,2040-10-07,"Neptune, Reef Guardian here. Observed your arrival at Nemo R…",,
Event_Communication_487,Reef Guardian,2040-10-07,"Neptune, Reef Guardian here. Observed your arrival at Nemo R…",,
Event_Communication_487,Neptune,2040-10-07,"Neptune, Reef Guardian here. Observed your arrival at Nemo R…",,
Event_Communication_489,Reef Guardian,2040-10-07,Neptune responding to Reef Guardian. We're transporting divi…,,
Event_Communication_489,Neptune,2040-10-07,Neptune responding to Reef Guardian. We're transporting divi…,,
Event_Communication_491,Reef Guardian,2040-10-07,"Horizon, Reef Guardian here. Neptune's equipment claims chec…",,
Event_Communication_491,Horizon,2040-10-07,"Horizon, Reef Guardian here. Neptune's equipment claims chec…",,
Event_Communication_491,Neptune,2040-10-07,"Horizon, Reef Guardian here. Neptune's equipment claims chec…",,
Event_Communication_493,Remora,2040-10-07,"Mako, this is Remora. We need to discuss route planning for …",,
Event_Communication_493,Nemo Reef,2040-10-07,"Mako, this is Remora. We need to discuss route planning for …",,
Event_Communication_493,Route C,2040-10-07,"Mako, this is Remora. We need to discuss route planning for …",,
Event_Communication_493,Mako,2040-10-07,"Mako, this is Remora. We need to discuss route planning for …",,
Event_Communication_496,Remora,2040-10-07,"Remora, Mako here. Agree on avoiding Route A. Route C makes …",,
Event_Communication_496,Route C,2040-10-07,"Remora, Mako here. Agree on avoiding Route A. Route C makes …",,
Event_Communication_496,Elise,2040-10-07,"Remora, Mako here. Agree on avoiding Route A. Route C makes …",,
Event_Communication_496,Mako,2040-10-07,"Remora, Mako here. Agree on avoiding Route A. Route C makes …",,
Event_Communication_499,Route C,2040-10-07,"Himark Harbor, Remora here. Submitting documentation for pro…",,
Event_Communication_499,Himark Harbor,2040-10-07,"Himark Harbor, Remora here. Submitting documentation for pro…",,
Event_Communication_499,Mako,2040-10-07,"Himark Harbor, Remora here. Submitting documentation for pro…",,
Event_Communication_499,Nemo Reef,2040-10-07,"Himark Harbor, Remora here. Submitting documentation for pro…",,
Event_Communication_499,Remora,2040-10-07,"Himark Harbor, Remora here. Submitting documentation for pro…",,
Event_Communication_501,Nemo Reef,2040-10-07,Himark Harbor to Remora. Your departure documentation is app…,,
Event_Communication_501,Himark Harbor,2040-10-07,Himark Harbor to Remora. Your departure documentation is app…,,
Event_Communication_501,Remora,2040-10-07,Himark Harbor to Remora. Your departure documentation is app…,,
Event_Communication_502,Serenity,2040-10-07,"Neptune, Serenity here. I must emphasize we are NOT involved…",,
Event_Communication_502,Nemo Reef,2040-10-07,"Neptune, Serenity here. I must emphasize we are NOT involved…",,
Event_Communication_502,Neptune,2040-10-07,"Neptune, Serenity here. I must emphasize we are NOT involved…",,
Event_Communication_504,Mako,2040-10-07,Neptune to Mako. Your confirmation needed urgently. Equipmen…,,
Event_Communication_504,Elise,2040-10-07,Neptune to Mako. Your confirmation needed urgently. Equipmen…,,
Event_Communication_504,Neptune,2040-10-07,Neptune to Mako. Your confirmation needed urgently. Equipmen…,,
Event_Communication_506,Mako,2040-10-07,"Neptune, Mako confirming receipt. We're on schedule for equi…",,
Event_Communication_506,Elise,2040-10-07,"Neptune, Mako confirming receipt. We're on schedule for equi…",,
Event_Communication_506,Neptune,2040-10-07,"Neptune, Mako confirming receipt. We're on schedule for equi…",,
Event_Communication_508,Remora,2040-10-07,Neptune to Remora. Equipment transfer proceeding tomorrow 06…,,
Event_Communication_508,Nemo Reef,2040-10-07,Neptune to Remora. Equipment transfer proceeding tomorrow 06…,,
Event_Communication_508,Elise,2040-10-07,Neptune to Remora. Equipment transfer proceeding tomorrow 06…,,
Event_Communication_508,Neptune,2040-10-07,Neptune to Remora. Equipment transfer proceeding tomorrow 06…,,
Event_Communication_511,Route C,2040-10-07,"Rodriguez, Remora here. Need your expertise for tomorrow's N…",,
Event_Communication_511,Sailor Shift,2040-10-07,"Rodriguez, Remora here. Need your expertise for tomorrow's N…",,
Event_Communication_511,Nemo Reef,2040-10-07,"Rodriguez, Remora here. Need your expertise for tomorrow's N…",,
Event_Communication_511,Rodriguez,2040-10-07,"Rodriguez, Remora here. Need your expertise for tomorrow's N…",,
Event_Communication_511,Remora,2040-10-07,"Rodriguez, Remora here. Need your expertise for tomorrow's N…",,
Event_Communication_513,Route C,2040-10-07,"Remora, Small Fry here. I confirm availability for 0530 Nemo…",,
Event_Communication_513,Glitters Team,2040-10-07,"Remora, Small Fry here. I confirm availability for 0530 Nemo…",,
Event_Communication_513,Boss,2040-10-07,"Remora, Small Fry here. I confirm availability for 0530 Nemo…",,
Event_Communication_513,Small Fry,2040-10-07,"Remora, Small Fry here. I confirm availability for 0530 Nemo…",,
Event_Communication_513,Nemo Reef,2040-10-07,"Remora, Small Fry here. I confirm availability for 0530 Nemo…",,
Event_Communication_513,Remora,2040-10-07,"Remora, Small Fry here. I confirm availability for 0530 Nemo…",,
Event_Communication_515,Remora,2040-10-07,"Neptune, Remora here. Confirming 0600 readiness for equipmen…",,
Event_Communication_515,Route C,2040-10-07,"Neptune, Remora here. Confirming 0600 readiness for equipmen…",,
Event_Communication_515,Neptune,2040-10-07,"Neptune, Remora here. Confirming 0600 readiness for equipmen…",,
Event_Communication_518,Elise,2040-10-07,Neptune to Elise. Equipment transfer confirmed for 0600 tomo…,,
Event_Communication_518,Mako,2040-10-07,Neptune to Elise. Equipment transfer confirmed for 0600 tomo…,,
Event_Communication_518,Neptune,2040-10-07,Neptune to Elise. Equipment transfer confirmed for 0600 tomo…,,
Event_Communication_518,Nemo Reef,2040-10-07,Neptune to Elise. Equipment transfer confirmed for 0600 tomo…,,
Event_Communication_518,Remora,2040-10-07,Neptune to Elise. Equipment transfer confirmed for 0600 tomo…,,
Event_Communication_519,Nemo Reef,2040-10-07,"The Middleman, Mrs. Money here. Need your connections for ad…",,
Event_Communication_519,Mrs. Money,2040-10-07,"The Middleman, Mrs. Money here. Need your connections for ad…",,
Event_Communication_519,The Middleman,2040-10-07,"The Middleman, Mrs. Money here. Need your connections for ad…",,
Event_Communication_520,Sailor Shift,2040-10-07,"Hi Nadia, this is the Sailor Shifts Team. Received your mess…",,
Event_Communication_520,Sailor Shifts Team,2040-10-07,"Hi Nadia, this is the Sailor Shifts Team. Received your mess…",,
Event_Communication_521,Davis,2040-10-07,"Davis, Nadia here. Let's meet at 7PM at the marina office to…",,
Event_Communication_523,The Lookout,2040-10-08,"Hi The Intern, it's The Lookout! Just got back from the harb…",,
Event_Communication_523,Nemo Reef,2040-10-08,"Hi The Intern, it's The Lookout! Just got back from the harb…",,
Event_Communication_523,The Intern,2040-10-08,"Hi The Intern, it's The Lookout! Just got back from the harb…",,
Event_Communication_523,Neptune,2040-10-08,"Hi The Intern, it's The Lookout! Just got back from the harb…",,
Event_Communication_525,Nemo Reef,2040-10-08,"Mrs. Money, The Intern checking in. Neptune's crew mentioned…",,
Event_Communication_525,Mrs. Money,2040-10-08,"Mrs. Money, The Intern checking in. Neptune's crew mentioned…",,
Event_Communication_525,The Intern,2040-10-08,"Mrs. Money, The Intern checking in. Neptune's crew mentioned…",,
Event_Communication_525,Neptune,2040-10-08,"Mrs. Money, The Intern checking in. Neptune's crew mentioned…",,
Event_Communication_528,Elise,2040-10-08,"Nadia, Elise here. Meeting at Nemo Reef 0500 tomorrow to est…",,
Event_Communication_528,Sam,2040-10-08,"Nadia, Elise here. Meeting at Nemo Reef 0500 tomorrow to est…",,
Event_Communication_528,Mako,2040-10-08,"Nadia, Elise here. Meeting at Nemo Reef 0500 tomorrow to est…",,
Event_Communication_528,Neptune,2040-10-08,"Nadia, Elise here. Meeting at Nemo Reef 0500 tomorrow to est…",,
Event_Communication_528,Nemo Reef,2040-10-08,"Nadia, Elise here. Meeting at Nemo Reef 0500 tomorrow to est…",,
Event_Communication_529,Nemo Reef,2040-10-08,"Liam, Nadia here. Need your services urgently. Investigation…",,
Event_Communication_531,Mako,2040-10-08,"Council, this is Liam. Harbor patrols confirm Mako's environ…",,
Event_Communication_531,V. Miesel Shipping,2040-10-08,"Council, this is Liam. Harbor patrols confirm Mako's environ…",,
Event_Communication_533,Nemo Reef,2040-10-08,"Liam, Oceanus City Council here. We've reviewed your report …",,
Event_Communication_533,Oceanus City Council,2040-10-08,"Liam, Oceanus City Council here. We've reviewed your report …",,
Event_Communication_533,V. Miesel Shipping,2040-10-08,"Liam, Oceanus City Council here. We've reviewed your report …",,
Event_Communication_535,Nemo Reef,2040-10-08,"Nadia, Liam here. Meeting confirmed for tomorrow at 10PM. I'…",,
Event_Communication_536,Nemo Reef,2040-10-08,"Neptune, this is Nadia. Need clarity on 'underwater foundati…",,
Event_Communication_536,Neptune,2040-10-08,"Neptune, this is Nadia. Need clarity on 'underwater foundati…",,
Event_Communication_537,Elise,2040-10-08,Neptune to Nadia. I'm aware of the foundation work concerns.…,,
Event_Communication_537,Neptune,2040-10-08,Neptune to Nadia. I'm aware of the foundation work concerns.…,,
Event_Communication_538,The Accountant,2040-10-08,"Neptune, Nadia here. Just confirming our 0600 meeting at the…",,
Event_Communication_538,Neptune,2040-10-08,"Neptune, Nadia here. Just confirming our 0600 meeting at the…",,
Event_Communication_539,Elise,2040-10-08,Neptune to Elise. Heavy equipment delivered to site. Need im…,,
Event_Communication_539,Neptune,2040-10-08,Neptune to Elise. Heavy equipment delivered to site. Need im…,,
Event_Communication_541,Nemo Reef,2040-10-08,"Remora, Mrs. Money here. Will be at Nemo Reef 0500 tomorrow …",,
Event_Communication_541,Mako,2040-10-08,"Remora, Mrs. Money here. Will be at Nemo Reef 0500 tomorrow …",,
Event_Communication_541,Mrs. Money,2040-10-08,"Remora, Mrs. Money here. Will be at Nemo Reef 0500 tomorrow …",,
Event_Communication_541,Remora,2040-10-08,"Remora, Mrs. Money here. Will be at Nemo Reef 0500 tomorrow …",,
Event_Communication_543,Mako,2040-10-08,"Samantha, Mako here. On course with equipment transport sche…",,
Event_Communication_543,Sam,2040-10-08,"Samantha, Mako here. On course with equipment transport sche…",,
Event_Communication_543,Remora,2040-10-08,"Samantha, Mako here. On course with equipment transport sche…",,
Event_Communication_544,Samantha Blake,2040-10-08,"Mako, Samantha Blake here. There seems to be a serious misun…",,
Event_Communication_544,Nemo Reef,2040-10-08,"Mako, Samantha Blake here. There seems to be a serious misun…",,
Event_Communication_544,Mako,2040-10-08,"Mako, Samantha Blake here. There seems to be a serious misun…",,
Event_Communication_544,Sam,2040-10-08,"Mako, Samantha Blake here. There seems to be a serious misun…",,
Event_Communication_545,Sam,2040-10-08,"Neptune, Mako here. Urgent situation - Samantha Blake claims…",,
Event_Communication_545,Mako,2040-10-08,"Neptune, Mako here. Urgent situation - Samantha Blake claims…",,
Event_Communication_545,Neptune,2040-10-08,"Neptune, Mako here. Urgent situation - Samantha Blake claims…",,
Event_Communication_545,Samantha Blake,2040-10-08,"Neptune, Mako here. Urgent situation - Samantha Blake claims…",,
Event_Communication_545,Nemo Reef,2040-10-08,"Neptune, Mako here. Urgent situation - Samantha Blake claims…",,
Event_Communication_546,Neptune,2040-10-08,Neptune to Mako. Our operations are fully authorized under V…,,
Event_Communication_546,Oceanus City Council,2040-10-08,Neptune to Mako. Our operations are fully authorized under V…,,
Event_Communication_546,Mako,2040-10-08,Neptune to Mako. Our operations are fully authorized under V…,,
Event_Communication_548,Nemo Reef,2040-10-08,"Davis, Mako here. Need your navigation expertise for tonight…",,
Event_Communication_548,Mako,2040-10-08,"Davis, Mako here. Need your navigation expertise for tonight…",,
Event_Communication_548,Davis,2040-10-08,"Davis, Mako here. Need your navigation expertise for tonight…",,
Event_Communication_548,Neptune,2040-10-08,"Davis, Mako here. Need your navigation expertise for tonight…",,
Event_Communication_551,Nemo Reef,2040-10-08,"Mako, Davis here. Good work maintaining protocol. Stay posit…",,
Event_Communication_551,Mako,2040-10-08,"Mako, Davis here. Good work maintaining protocol. Stay posit…",,
Event_Communication_551,Davis,2040-10-08,"Mako, Davis here. Good work maintaining protocol. Stay posit…",,
Event_Communication_553,Remora,2040-10-08,"Remora, Mako here. Neptune confirmed we're operating under v…",,
Event_Communication_553,Mako,2040-10-08,"Remora, Mako here. Neptune confirmed we're operating under v…",,
Event_Communication_553,Neptune,2040-10-08,"Remora, Mako here. Neptune confirmed we're operating under v…",,
Event_Communication_555,Remora,2040-10-08,"Mako, Remora here. We're facing tight installation timelines…",,
Event_Communication_555,Mako,2040-10-08,"Mako, Remora here. We're facing tight installation timelines…",,
Event_Communication_555,Neptune,2040-10-08,"Mako, Remora here. We're facing tight installation timelines…",,
Event_Communication_556,Mako,2040-10-08,"Remora, Mako here. I can provide 3 crew members for tomorrow…",,
Event_Communication_556,Remora,2040-10-08,"Remora, Mako here. I can provide 3 crew members for tomorrow…",,
Event_Communication_558,Remora,2040-10-08,"Neptune, Remora here. Specific challenges include custom mou…",,
Event_Communication_558,Mako,2040-10-08,"Neptune, Remora here. Specific challenges include custom mou…",,
Event_Communication_558,Neptune,2040-10-08,"Neptune, Remora here. Specific challenges include custom mou…",,
Event_Communication_559,Remora,2040-10-08,Neptune to Remora. I'll transmit calibration specs within th…,,
Event_Communication_559,Neptune,2040-10-08,Neptune to Remora. I'll transmit calibration specs within th…,,
Event_Communication_560,Nemo Reef,2040-10-08,"Remora, Paackland Harbor here. Under permit NR-1045, we're a…",,
Event_Communication_560,Paackland Harbor,2040-10-08,"Remora, Paackland Harbor here. Under permit NR-1045, we're a…",,
Event_Communication_560,Remora,2040-10-08,"Remora, Paackland Harbor here. Under permit NR-1045, we're a…",,
Event_Communication_562,Rodriguez,2040-10-08,"Rodriguez, Remora here. Need you on deck at 0500 tomorrow fo…",,
Event_Communication_562,Nemo Reef,2040-10-08,"Rodriguez, Remora here. Need you on deck at 0500 tomorrow fo…",,
Event_Communication_562,Mrs. Money,2040-10-08,"Rodriguez, Remora here. Need you on deck at 0500 tomorrow fo…",,
Event_Communication_562,Remora,2040-10-08,"Rodriguez, Remora here. Need you on deck at 0500 tomorrow fo…",,
Event_Communication_565,Nemo Reef,2040-10-08,"Horizon, Sentinel here. Repositioned to southern boundary of…",,
Event_Communication_565,Sentinel,2040-10-08,"Horizon, Sentinel here. Repositioned to southern boundary of…",,
Event_Communication_565,Horizon,2040-10-08,"Horizon, Sentinel here. Repositioned to southern boundary of…",,
Event_Communication_565,Neptune,2040-10-08,"Horizon, Sentinel here. Repositioned to southern boundary of…",,
Event_Communication_566,Sentinel,2040-10-08,"Sentinel, Horizon here. Observing unusual activity - Neptune…",,
Event_Communication_566,Horizon,2040-10-08,"Sentinel, Horizon here. Observing unusual activity - Neptune…",,
Event_Communication_566,Neptune,2040-10-08,"Sentinel, Horizon here. Observing unusual activity - Neptune…",,
Event_Communication_568,Nemo Reef,2040-10-08,"Green Guardians, Sentinel reporting. Documented Neptune pers…",,
Event_Communication_568,Green Guardians,2040-10-08,"Green Guardians, Sentinel reporting. Documented Neptune pers…",,
Event_Communication_568,Sentinel,2040-10-08,"Green Guardians, Sentinel reporting. Documented Neptune pers…",,
Event_Communication_568,Neptune,2040-10-08,"Green Guardians, Sentinel reporting. Documented Neptune pers…",,
Event_Communication_571,Sentinel,2040-10-08,"Reef Guardian, Green Guardians HQ. Redirect to Nemo Reef imm…",,
Event_Communication_571,Green Guardians,2040-10-08,"Reef Guardian, Green Guardians HQ. Redirect to Nemo Reef imm…",,
Event_Communication_571,Horizon,2040-10-08,"Reef Guardian, Green Guardians HQ. Redirect to Nemo Reef imm…",,
Event_Communication_571,Nemo Reef,2040-10-08,"Reef Guardian, Green Guardians HQ. Redirect to Nemo Reef imm…",,
Event_Communication_571,Reef Guardian,2040-10-08,"Reef Guardian, Green Guardians HQ. Redirect to Nemo Reef imm…",,
Event_Communication_572,Sentinel,2040-10-08,"Sentinel, Reef Guardian here. Focus on documenting any deep-…",,
Event_Communication_572,Green Guardians,2040-10-08,"Sentinel, Reef Guardian here. Focus on documenting any deep-…",,
Event_Communication_572,Reef Guardian,2040-10-08,"Sentinel, Reef Guardian here. Focus on documenting any deep-…",,
Event_Communication_574,Nemo Reef,2040-10-08,"Mako, Sentinel here. Your transponder issues seem convenient…",,
Event_Communication_574,Mako,2040-10-08,"Mako, Sentinel here. Your transponder issues seem convenient…",,
Event_Communication_574,Sentinel,2040-10-08,"Mako, Sentinel here. Your transponder issues seem convenient…",,
Event_Communication_574,Neptune,2040-10-08,"Mako, Sentinel here. Your transponder issues seem convenient…",,
Event_Communication_575,Mako,2040-10-08,"Sentinel, Mako here. Your allegations are unfounded. We're o…",,
Event_Communication_575,Sentinel,2040-10-08,"Sentinel, Mako here. Your allegations are unfounded. We're o…",,
Event_Communication_576,Sentinel,2040-10-08,"Reef Guardian, Sentinel reporting. Documented exchange patte…",,
Event_Communication_576,Reef Guardian,2040-10-08,"Reef Guardian, Sentinel reporting. Documented exchange patte…",,
Event_Communication_576,Neptune,2040-10-08,"Reef Guardian, Sentinel reporting. Documented exchange patte…",,
Event_Communication_578,Marlin,2040-10-08,"Himark Harbor, this is Marlin. Need to dock for emergency re…",,
Event_Communication_578,Himark Harbor,2040-10-08,"Himark Harbor, this is Marlin. Need to dock for emergency re…",,
Event_Communication_579,Marlin,2040-10-08,Himark Harbor to Marlin. Emergency repair berth confirmed fo…,,
Event_Communication_579,Himark Harbor,2040-10-08,Himark Harbor to Marlin. Emergency repair berth confirmed fo…,,
Event_Communication_581,Marlin,2040-10-08,"Davis, Marlin here. I've noticed some vessels taking unusual…",,
Event_Communication_581,Davis,2040-10-08,"Davis, Marlin here. I've noticed some vessels taking unusual…",,
Event_Communication_582,Marlin,2040-10-08,"Nadia, Davis here. I'll be at the marina office at 7PM with …",,
Event_Communication_582,Davis,2040-10-08,"Nadia, Davis here. I'll be at the marina office at 7PM with …",,
Event_Communication_584,Marlin,2040-10-08,"Marlin, Nadia here. I understand you're inquiring about east…",,
Event_Communication_584,Davis,2040-10-08,"Marlin, Nadia here. I understand you're inquiring about east…",,
Event_Communication_585,Marlin,2040-10-08,"Davis, Marlin here again. Nadia mentioned you'd provide docu…",,
Event_Communication_585,Davis,2040-10-08,"Davis, Marlin here again. Nadia mentioned you'd provide docu…",,
Event_Communication_588,Nemo Reef,2040-10-08,"Rodriguez, Davis here. Continue with Mako at Nemo Reef. We'r…",,
Event_Communication_588,Mako,2040-10-08,"Rodriguez, Davis here. Continue with Mako at Nemo Reef. We'r…",,
Event_Communication_588,Davis,2040-10-08,"Rodriguez, Davis here. Continue with Mako at Nemo Reef. We'r…",,
Event_Communication_588,Rodriguez,2040-10-08,"Rodriguez, Davis here. Continue with Mako at Nemo Reef. We'r…",,
Event_Communication_590,The Lookout,2040-10-08,"Horizon, The Lookout here. Tracking unusually high vessel tr…",,
Event_Communication_590,Nemo Reef,2040-10-08,"Horizon, The Lookout here. Tracking unusually high vessel tr…",,
Event_Communication_590,Horizon,2040-10-08,"Horizon, The Lookout here. Tracking unusually high vessel tr…",,
Event_Communication_591,Seawatch,2040-10-08,"Seawatch, Horizon responding. Confirming your vessel count a…",,
Event_Communication_591,Horizon,2040-10-08,"Seawatch, Horizon responding. Confirming your vessel count a…",,
Event_Communication_593,The Lookout,2040-10-08,"Green Guardians, The Lookout reporting. Vessel traffic analy…",,
Event_Communication_593,Nemo Reef,2040-10-08,"Green Guardians, The Lookout reporting. Vessel traffic analy…",,
Event_Communication_593,Green Guardians,2040-10-08,"Green Guardians, The Lookout reporting. Vessel traffic analy…",,
Event_Communication_594,The Lookout,2040-10-09,"Hey The Intern, it's The Lookout! Found something interestin…",,
Event_Communication_594,The Intern,2040-10-09,"Hey The Intern, it's The Lookout! Found something interestin…",,
Event_Communication_596,The Lookout,2040-10-09,"Mrs. Money, The Intern reporting. The Lookout discovered spe…",,
Event_Communication_596,Nemo Reef,2040-10-09,"Mrs. Money, The Intern reporting. The Lookout discovered spe…",,
Event_Communication_596,Mrs. Money,2040-10-09,"Mrs. Money, The Intern reporting. The Lookout discovered spe…",,
Event_Communication_596,The Intern,2040-10-09,"Mrs. Money, The Intern reporting. The Lookout discovered spe…",,
Event_Communication_597,Mrs. Money,2040-10-09,"Neptune, Mrs. Money here. Funding approved for modified stab…",,
Event_Communication_597,Sam,2040-10-09,"Neptune, Mrs. Money here. Funding approved for modified stab…",,
Event_Communication_597,Neptune,2040-10-09,"Neptune, Mrs. Money here. Funding approved for modified stab…",,
Event_Communication_598,Neptune,2040-10-09,Neptune here to V. Miesel. Expedited timeline requires addit…,,
Event_Communication_599,The Lookout,2040-10-09,"Mrs. Money, The Intern here. Just confirmed with The Lookout…",,
Event_Communication_599,Nemo Reef,2040-10-09,"Mrs. Money, The Intern here. Just confirmed with The Lookout…",,
Event_Communication_599,Mrs. Money,2040-10-09,"Mrs. Money, The Intern here. Just confirmed with The Lookout…",,
Event_Communication_599,The Intern,2040-10-09,"Mrs. Money, The Intern here. Just confirmed with The Lookout…",,
Event_Communication_601,Nemo Reef,2040-10-09,"Nadia, Elise here. Situation escalating. Permanent underwate…",,
Event_Communication_601,Elise,2040-10-09,"Nadia, Elise here. Situation escalating. Permanent underwate…",,
Event_Communication_601,Sam,2040-10-09,"Nadia, Elise here. Situation escalating. Permanent underwate…",,
Event_Communication_603,Nemo Reef,2040-10-09,"Paackland Harbor, Reef Guardian reporting. Filing formal inq…",,
Event_Communication_603,Paackland Harbor,2040-10-09,"Paackland Harbor, Reef Guardian reporting. Filing formal inq…",,
Event_Communication_603,Reef Guardian,2040-10-09,"Paackland Harbor, Reef Guardian reporting. Filing formal inq…",,
Event_Communication_604,Nemo Reef,2040-10-09,"Oceanus City Council, Paackland Harbor here. Reef Guardian h…",,
Event_Communication_604,Oceanus City Council,2040-10-09,"Oceanus City Council, Paackland Harbor here. Reef Guardian h…",,
Event_Communication_604,Paackland Harbor,2040-10-09,"Oceanus City Council, Paackland Harbor here. Reef Guardian h…",,
Event_Communication_604,Reef Guardian,2040-10-09,"Oceanus City Council, Paackland Harbor here. Reef Guardian h…",,
Event_Communication_605,Remora,2040-10-09,"Neptune, Remora here. Received your calibration specs. All m…",,
Event_Communication_605,Neptune,2040-10-09,"Neptune, Remora here. Received your calibration specs. All m…",,
Event_Communication_606,Neptune,2040-10-09,Neptune to V. Miesel. Additional personnel received but stil…,,
Event_Communication_607,Remora,2040-10-09,"Neptune to Remora. Power coupling units expedited, arriving …",,
Event_Communication_607,Neptune,2040-10-09,"Neptune to Remora. Power coupling units expedited, arriving …",,
Event_Communication_610,Nemo Reef,2040-10-09,"Green Guardians, Horizon reporting. Have identified unauthor…",,
Event_Communication_610,Green Guardians,2040-10-09,"Green Guardians, Horizon reporting. Have identified unauthor…",,
Event_Communication_610,Horizon,2040-10-09,"Green Guardians, Horizon reporting. Have identified unauthor…",,
Event_Communication_610,Neptune,2040-10-09,"Green Guardians, Horizon reporting. Have identified unauthor…",,
Event_Communication_612,Nemo Reef,2040-10-09,"Oceanus City Council, Green Guardians leadership here. We're…",,
Event_Communication_612,Oceanus City Council,2040-10-09,"Oceanus City Council, Green Guardians leadership here. We're…",,
Event_Communication_612,Green Guardians,2040-10-09,"Oceanus City Council, Green Guardians leadership here. We're…",,
Event_Communication_613,Oceanus City Council,2040-10-09,"Paackland Harbor, Oceanus City Council here. Regarding Reef …",,
Event_Communication_613,Paackland Harbor,2040-10-09,"Paackland Harbor, Oceanus City Council here. Regarding Reef …",,
Event_Communication_613,Reef Guardian,2040-10-09,"Paackland Harbor, Oceanus City Council here. Regarding Reef …",,
Event_Communication_614,Nemo Reef,2040-10-09,"Reef Guardian, Paackland Harbor responding. Per Oceanus City…",,
Event_Communication_614,Oceanus City Council,2040-10-09,"Reef Guardian, Paackland Harbor responding. Per Oceanus City…",,
Event_Communication_614,Paackland Harbor,2040-10-09,"Reef Guardian, Paackland Harbor responding. Per Oceanus City…",,
Event_Communication_614,Reef Guardian,2040-10-09,"Reef Guardian, Paackland Harbor responding. Per Oceanus City…",,
Event_Communication_616,Nemo Reef,2040-10-09,"Oceanus City Council, Reef Guardian here. Filing formal obje…",,
Event_Communication_616,Oceanus City Council,2040-10-09,"Oceanus City Council, Reef Guardian here. Filing formal obje…",,
Event_Communication_616,Reef Guardian,2040-10-09,"Oceanus City Council, Reef Guardian here. Filing formal obje…",,
Event_Communication_617,Oceanus City Council,2040-10-09,"Green Guardians, Oceanus City Council here. We acknowledge y…",,
Event_Communication_617,Green Guardians,2040-10-09,"Green Guardians, Oceanus City Council here. We acknowledge y…",,
Event_Communication_619,The Lookout,2040-10-09,"Green Guardians, The Lookout reporting. Urgent update: Horiz…",,
Event_Communication_619,Nemo Reef,2040-10-09,"Green Guardians, The Lookout reporting. Urgent update: Horiz…",,
Event_Communication_619,Green Guardians,2040-10-09,"Green Guardians, The Lookout reporting. Urgent update: Horiz…",,
Event_Communication_619,Horizon,2040-10-09,"Green Guardians, The Lookout reporting. Urgent update: Horiz…",,
Event_Communication_621,Nemo Reef,2040-10-09,"Reef Guardian, Green Guardians HQ. Have you arrived at Nemo …",,
Event_Communication_621,Green Guardians,2040-10-09,"Reef Guardian, Green Guardians HQ. Have you arrived at Nemo …",,
Event_Communication_621,Reef Guardian,2040-10-09,"Reef Guardian, Green Guardians HQ. Have you arrived at Nemo …",,
Event_Communication_623,Nemo Reef,2040-10-09,"EcoVigil, Reef Guardian here. Need your assistance at Nemo R…",,
Event_Communication_623,Western quadrant,2040-10-09,"EcoVigil, Reef Guardian here. Need your assistance at Nemo R…",,
Event_Communication_623,Reef Guardian,2040-10-09,"EcoVigil, Reef Guardian here. Need your assistance at Nemo R…",,
Event_Communication_623,EcoVigil,2040-10-09,"EcoVigil, Reef Guardian here. Need your assistance at Nemo R…",,
Event_Communication_627,Nemo Reef,2040-10-09,"Reef Guardian, EcoVigil here. We'll deploy to Nemo Reef's We…",,
Event_Communication_627,Western quadrant,2040-10-09,"Reef Guardian, EcoVigil here. We'll deploy to Nemo Reef's We…",,
Event_Communication_627,Reef Guardian,2040-10-09,"Reef Guardian, EcoVigil here. We'll deploy to Nemo Reef's We…",,
Event_Communication_627,EcoVigil,2040-10-09,"Reef Guardian, EcoVigil here. We'll deploy to Nemo Reef's We…",,
Event_Communication_630,Marlin,2040-10-09,"Marlin, this is Reef Guardian. We're documenting suspicious …",,
Event_Communication_630,Nemo Reef,2040-10-09,"Marlin, this is Reef Guardian. We're documenting suspicious …",,
